Bot name
DragonBot
STTWbot
MelonBot
FoxBot
BAGBot
Sambot
ProcBot
ClueBot II
TuHan-Bot
MalafayaBot
Idioma-bot
Staeckerbot
CommonsNotificationBot
Acebot
HRoestBot
Yapperbot
BogBot
JackieBot
Maelgwnbot
KamikazeBot
VoxelBot
Uncle G's major work 'bot
Shadowbot3
Drinibot
PotatoBot
William Avery Bot
MarshBot
WugBot
DefaultsortBot
Rezabot
ReferenceBot
SharedIPArchiveBot
Tangobot
Thadius856AWB
PixelBot
DyceBot
WatchlistBot
Stefan2bot
Gdrbot
DOI bot
SashatoBot
TobeBot
HBC AIV helperbot11
AntiSpamBot
SDPatrolBot
SassoBot
Rubinbot
TPBot
JYBot
Bibcode Bot
People-photo-bot
Lowercase sigmabot II
SilvonenBot
Sandbot
MenasimBot
Rick Bot
Muro Bot
DinoBot2
AP.BOT
BotanyBot
Sethbot
Jogersbot
Petan-Bot
Obersachsebot
WinBot
STBotD
ContinuityBot
SteveBot
HBC AIV helperbot2
FACBot
Eskimbot
Ohms Law Bot
Δbot
YiFeiBot
D'ohBot
DHN-bot~enwiki
J Milburn Bot
ChzzBot IV
Ripchip Bot
FeedBot
PipepBot
KingpinBot
Scepbot
MifterBot I
BOTarate
AnomieBOT III
One bot
Guanabot
CapitalBot
Merge bot
KevinBot
SPCUClerkbot
Mz7 (bot)
HBC NameWatcherBot
CSDWarnBot
AMbot
SoxBot III
VoABot
Curpsbot-unicodify
JeffGBot
TjBot
Commander Keane bot
TaBOT-zerem
T13bot
ZackBot
PearBOT
Fluxbot
MerlIwBot
Android Mouse Bot 2
LyricsBot
Mjbmrbot
Whobot
PoccilScript
PbBot
Gnome (Bot)
BoxCrawler
KarlsenBot
IznoBot
JBradley Bot
COBot
Chartbot
Broadbot
Lowercase sigmabot
Phe-bot
A4bot
Comics-awb
DYKadminBot
JoeBot
.anacondabot
Dinamik-bot
JhsBot
DASHBotAV
Snowbot
RscprinterBot
RonaldBot
AfDBot
ErfgoedBot
RBot~enwiki
Rlink2 Bot
MPUploadBot
^demonBot2
John Bot
ChzzBot II
AWeenieBot
HBC AIV helperbot4
Pegasusbot
Synthebot
ST47Bot
OverlordQBot
AndersBot
NekoDaemon
WikiStatsBOT
BOT-Superzerocool
Harej bot
CarsracBot
Tawkerbot4
NationalRegisterBot
Tom's Tagging Bot
SpBot
EmxBot
PeerReviewBot
RileyBot
AlnoktaBOT
Vagobot
EranBot
WelcomerBot
Legobot II
BenzolBot
SoxBot II
BorgardeBot
SoxBot IV
Vina-iwbot~enwiki
Seedbot
RoboMaxCyberSem
Zwobot
JaGaBot
Arbitrarily0Bot
Rschen7754bot
Grafikbot
Taxobot 1
MerlLinkBot
VWBot
SQLBot-Hello
CobraBot
Locobot
LordAnubisBOT
MBisanzBot
Muninnbot
Kyle the bot
LostBot
GeneralBotability
EdoBot
SelketBot
OmniBot
Justincheng12345-bot
UnCatBot
Sagabot
XLerateBot
XyBot
Roboto de Ajvol
NW557Bot
NjardarBot
Alph Bot
Giggabot
UsuallyNonviolentBot
RobotE
UTRSBot
Citation bot 2
KnightRider~enwiki
DorganBot
KocjoBot~enwiki
MajavahBot
WPArkansas Bot
NetBot
TTObot
GrinBot~enwiki
MDanielsBot
MondalorBot
CounterVandalismBot
DRN clerk bot
SSTbot
MauritsBot
WeggeBot
FlBot
Jumbuck
Zorglbot
MSBOT
KevinalewisBot
Lucasbfrbot
RebelRobot
Mdann52 bot
Taxobot 7
JdforresterBot
RaptureBot
DixonDBot
Chem-awb
ZhBot
TheMagikBOT
Tsca.bot
Anybot
Almabot
LinkFA-Bot
ArkyBot
TechBot
AccReqBot
Mairibot
CopyToWiktionaryBot
RoryBot
Lonjers french region rename bot
SD5bot
Bota47
BotKung
Cerabot~enwiki
StatisticianBot
MenoBot II
CocuBot
Jitse's bot
Ligulembot
HersfoldArbClerkBot
BsherrAWBBOT
RockfangBot
Gerakibot
Chlewbot
SimplexityBot
HiW-Bot
AkhtaBot
Crypticbot
SteenthIWbot
Luasóg bot
SamatBot
Kasirbot
ThePhantomBot
MessageDeliveryBot
Syrcatbot
CrimsonBot
HerculeBot
YpnBot
StigBot
KslotteBot
EsquivalienceBot
Mentibot
NovemBot
John Bot III
DarafshBot
Darkicebot
Muhbot
RichBot
Anchor Link Bot
McM.bot
PkbwcgsBot
Chris G Bot
WebCiteBOT
Louperibot
El bot de la dieta
HtonlBot
JCbot
Peelbot
DefconBot
VVVBot
TweetCiteBot
Pageview bot
WoodwardBot
Wherebot
RotlinkBot
GargoyleBot
BrokenAnchorBot
KittyBot
ENewsBot
EarwigBot I
VixDaemonBot
Pokbot
FlagBot
SpellingBot
Galobot
PDFbot
LatitudeBot
Aksibot
Estirabot
Maksim-bot
Nallimbot
TohaomgBot
AFD Bot
GurchBot
ImageBacklogBot
ClueBot VI
Image-req-proj-bot
IluvatarBot
Uncle G's 'bot
PNG crusade bot
TPO-bot
Dušan Kreheľ (bot)
DomBot
Ebrambot
Margosbot~enwiki
StatusBot
Jotterbot
AlanBOT
Wiki Feed Bot
EarwigBot III
EBot IV
DeadBot
Purbo T
Le Pied-bot~enwiki
NedBot
NihiltresBot
Abotzi
BodhisattvaBot
CountryBot
FileBot
AfDStatBot
MTSbot~enwiki
ChenzwBot
EssjayBot
BenoniBot~enwiki
SEWilcoBot
VedeBOT
MediationBot
SeveroBot
AnomieBOT II
YonaBot
Martin's bot
WikiDreamer Bot
NTBot~enwiki
WaldirBot
HasharBot~enwiki
LawBot
MMABot
Kakashi Bot
Milk's Favorite Bot
UcuchaBot
BotPuppet
IndentBot
Lt-wiki-bot
WolterBot
Android Mouse Bot 3
EBot II
XZeroBot
RefDeskBot
CohesionBot
AntiCompositeBot
PlangeBot
TuvicBot
Andrea105Bot
TinucherianBot II
Hxhbot
Skumarlabot
AmphBot
Beastie Bot
TheCowBot
Movses-bot
ClickBot
GeorgeMoneyBot-status
JVbot
ZsinjBot
NukeBot
GhalyBot
KaiserbBot
PlankBot
Nobot~enwiki
AstRoBot
HBC AIV helperbot 8
NolBot
FRadical Bot
WuBot
Ugur Basak Bot~enwiki
Pathosbot
Mgmbot
FANSTARbot
Sahimrobot
MuZebot
SelectionBot
ARSBot
Ginosbot
JamietwBot
MediationBot1
Adlerbot
EleferenBot
RottenBot
Grammarbot
SundarBot
Jayden54Bot
VahurzpuBot
EarwigBot II
Android Mouse Bot
SoxBot VI
AdambroBot
ClueBot Commons
OldMedcabBot
Image Screening Bot
WolfBot
SpaceFactsBot
WarddrBOT
ToePeu.bot
Emijrpbot
PolarBot
SoxBot VIII
AstaBOTh15
People-n-photo-bot
PowerBOT
FA Template Protection Bot
NotifyBot
AvicBot2
MinusBot
MonoBot
Zbot370
DYKBot
ChandlerMapBot
R Delivery Bot
Yonidebot
DcoetzeeBot~enwiki
N-Bot
Minsbot
DeadbeefBot
VFD Bot
Albambot
VRTS Migration Bot
Swimmingbot-awb
Portal namespace initialisation script
Jmax-bot
DirlBot
Elissonbot
FiriBot
GurchBot 2
BepBot
LemmeyBOT
Citation bot 3
MartinBotIV
Vini 17bot5
KadaneBot
ClueBot IV
Taxobot 2
DisambigBot
The Anomebot
PDBbot
Admrbot
ImageTagBot
EssjayBot III
Amolbot
Ryan Vesey Bot
H92Bot
Tanhabot
Diego Grez Bot
Lucia Bot
Signpost Book Bot
ProtectionTaggingBot
Byrialbot
Bot-Schafter
Bot523
NodBot
Philosopher-Bot
TestEditBot
DustyBot
Chrisbot
BetBot~enwiki
MahdiBot
Commons fair use upload bot (usurped)
Blood Oath Bot
RagesossBot
TottyBot
John Bot II
Kl4m-AWB
RFRBot
AmeliorationBot
CeraBot
Bikabot
LDBot
NrhpBot
TAP Bot
Bocianski.bot
SvickBOT
FaleBot
Zxabot
CrazynasBot
IPTaggerBot
Ver-bot
HarrivBOT
Rfambot
Kwjbot
Ocobot
KolBot
PascalBot
EjsBot
SpillingBot
CricketBot
SoxBot X
Snobot
John of Reading Bot
RobotJcb
JabbaTheBot
KonstableBot
ListGenBot
WikiBotas
Wybot
Peti610botH
Plasticbot
Ramaksoud2000Bot
FPBot
Robert SkyBot
Italic title bot
Texvc2LaTeXBot
Android Mouse Bot 4
GrooveBot
InfoboxBot
MagnusA.Bot
NekoBot
Redrocketbot
ABot
RoboServien
SMS Bot
SoxBot VII
AzaBot
BotdeSki
Slobot
Fetofsbot
Eivindbot
Snaevar-bot
AilurophobiaBot
DeadLinkBOT
Portal box bot
Yet Another Redirect Cleanup Bot
Kisbesbot
Citation bot 4
ExpertIdeasBot
O bot
Manishbot
BendelacBOT
AudeBot
SheepBot
EnzaiBot
Nixbot
MastersBot
GracenotesBot
AntiAbuseBot
WxBot
Janna Isabot
FireflyBot II
SantoshBot
7SeriesBOT
Analphabot
StefanBot
Legobot III
DinoBot
Botpankonin
Ficbot
SwiftBot
Rameshngbot
AndreasJSbot
SDPatrolBot II
EBot
Alirezabot
Razibot
Anibot
NobelBot
Nono le petit robot~enwiki
Mulder416sBot
TARBOT
ArbClerkBot
MCBot
WODUPbot
NeuRobot
Antischmitzbot
Taxobot
VP-bot
Fetofsbot2
ChzzBot
Joe's Olympic Bot
Fajrbot
ElMeBot
Stwalkerbot
MedcabBot
AutocracyBot
MartinBotII
GnawnBot
JhealdBot
MandelBot
Xphoisbot
BaldBot
Caypartisbot
Planktonbot
ChessBOT
Botz~enwiki
DpmukBOT
GZ-Bot
PsychAWB
TypoBot
Fritzbot
Bitbotje
Bot24
Newsletterbot
Danumber1bot
LinkBot
Bgbot
TheJoshBot
Robotic Garden
DrTrigonBot
Dark Shikari Bot
DYKReviewBot
JJMC89 bot II
SprinterBot
BotCompuGeek
Innocent iwbot
DEagleBot
NeraBot
AMABot
KiranBOT
AlptaBot
NotificationBot
Halibott
VsBot
VandalCountBot
Diligent Terrier Bot
M7bot
Riccardobot
Kal-El-Bot
A-lú-mih-bot
HBC archive builderbot
UncatTemplateBot
Kurando-san
Botx
ListManBot
Naudefjbot~enwiki
DrFO.Tn.Bot
Tawbot~enwiki
Selmobot
DavidWSBot
HujiBot
BenjBot
BoricuaBot
'zinbot
AHbot
AsgardBot
Manubot
Sumibot
RoboDick~enwiki
PorthosBot
EgressBot
Aidan9382-Bot
MelsaranAWB
Madhubot
JJBot
RSElectionBot
FritzpollBot
KaldariBot
NilfaBot
Gabrielchihonglee-Bot
MalarzBOT
SportsStatsBot
Simplebot
AloysiusLiliusBot
EddieBot
OrophinBot
PockBot
Krdbot
AZatBot~enwiki
Denbot
Milk's Favorite Bot II
MercuryBot
Maintenance script
Pfft Bot~enwiki
SVGBot
VeinorBot
PALZ9000
Mobius Bot
Rtz-bot
QOTDBot
AswnBot
MrVanBot
PaievBot
Fz29bot
Eybot~enwiki
IcalaniseBot
QualiaBot
EdBot
Dapperbot
KuduBot
DeliveryBot
LSG1-Bot
Orphaned talkpage deletion bot
Egmontbot
PCbot
NohatBot
XeBot
Flow talk page manager
JMuniBot
BücherBot
SusBot~enwiki
Botryoidal
PxBot
MichaelBillingtonBot
The Anonybot
ReigneBOT
ChzzBot III
CensusBot
HMBot~enwiki
Kgsbot
RetractionBot
DottyQuoteBot
OpenlibraryBot
SandgemBot
Kaspobot
Tuonela
Seppi333Bot
Kumar Appaiah Bot
MauchoBot
WMUKBot
Rabbot
SharafBot
Pattonbot
The Auto-categorizing Robot
SamuraiBot
StormBot
KharBot
ZedlikBot
Tigraan-testbot
DusterBot
CyeZBot~enwiki
H2Bot
KMLbot
Rob110178bot
EagleAstroidBot
DoggoBot
SpeedyBot
Homobot
SVnaGBot1
Lockalbot
KiloBot
GeorgeMoneyBot
StatsBot
Fettgesicht
CSBot
EBot III
Cherybot
TaeBot
RFC posting script
Topjabot~enwiki
Project Messenger Bot
MotinBot
WilhelmBot
DinoSizedBot
HBC RenameClerkBot
DanielBot
Chris G Bot 2
DarioBot~enwiki
Bersibot
Sgeo-BOT
ViskonBot
BOTepho
EarwigBot V
DvyBot
ArbComBot
JerryBot
UltraBot
Z-BOT
YekratsBot~enwiki
EberBot
R. Hillgentleman
OrBot
IsraBot
StubListBot
CataBotTsirel
Smallbot
ChristieBot
TWLBot
EssjayBot IV
Mihas-bot
Orphaned image deletion bot
MichaelkourlasBot
SPPatrolBot
Danielfolsom2.bot
IdeoBot
Werdnabot (irc)
Mdann52 IMG bot
TFA Protector Bot
Dpkbot
M-Bot
CleanupListingBot
IPLRecordsUpdateBot
CAT:TEMP deletion bot
SpebiBot
TorNodeBot
AwOcBot
Town-bot
WikiProject Notification Service
DeskanaTest
CloudNineBot
SebrevBOT
MoriBot~enwiki
EchoBot
SpellCheckerBot
Wikipedia Signpost
AEBot
MediaWiki default
Bot11598
Luke081515Bot
MBot~enwiki
FacebookBot
Heikobot
NVS(bot)
MessengerBot~enwiki
WASDbot
Wpp research bot
GrashoofdBot
ProcBot II
IW-Bot-as~enwiki
CommonsNotification
RedirectCleanupBot
CwraschkeDataBot
Nomenclaturebrowser
PC78-bot
Joe's Null Bot
OutreachDashboardBot
WalkingSoulBot
SunCreatorBot
RBSpamAnalyzerBot
EyeEightDestroyerBot
WillieBot
ST47ProxyBot
KyluBot
ChrisSalij Bot
Taxobot 6
Taxobot 3
SnakeBot
Geimas5Bot~enwiki
SXT-404Bot
MetaplasticityBot
AlekseyBot
ProcseeBot
TowBot
Taxobot (usurped)
ZscoutBot
JatBot
Non-Free Content Compliance Bot
SlakrBot
Collabsearch
AttributionBot
Template namespace initialisation script
Qelknap
